b,g,b,f,f,e,i,b,e,e,j,d,c,j,i,f,j,g,g,f,c3
h,d,c,a,d,d,d,d,c,f,j,a,a,b,d,c,a,h,h,c,c4
h,e,i,a,f,c,b,g,c,d,c,c,a,i,d,j,a,c,a,c,c4
b,h,e,d,a,d,h,b,e,e,b,j,c,g,i,g,h,e,j,e,c3
i,a,a,i,h,d,d,g,a,a,a,f,b,i,j,c,j,g,a,g,c5
j,j,e,e,e,b,h,b,c,g,e,h,a,i,d,e,c,i,c,c,c4
c,c,e,j,e,d,e,g,h,i,a,g,i,e,b,a,i,e,b,j,c2
j,b,f,g,a,d,h,g,d,i,a,h,i,a,c,d,e,e,e,i,c2
g,h,j,j,j,i,c,b,e,e,h,a,c,a,b,f,i,c,b,i,c3
h,f,h,f,f,j,e,g,f,a,e,f,b,i,c,d,c,g,e,a,c5
g,b,i,j,f,d,h,a,f,i,g,g,i,h,c,c,i,e,j,a,c2
e,i,g,b,g,g,e,j,e,a,j,f,b,i,e,d,d,e,b,a,c5
j,a,i,a,d,h,f,b,e,e,f,h,c,f,d,a,d,e,h,c,c3
d,j,b,h,h,b,h,i,c,e,g,h,a,h,d,e,i,a,c,c,c4
c,d,i,b,b,a,g,i,c,i,j,g,a,g,d,g,i,d,j,c,c4
i,d,i,i,e,h,d,b,e,e,f,g,c,j,d,f,j,f,g,e,c3
a,h,f,f,e,h,i,h,i,f,e,j,g,f,d,g,j,d,i,b,c1
b,f,e,i,b,d,c,j,j,a,h,f,b,i,h,f,b,i,i,c,c5
c,e,h,e,a,d,d,g,a,i,g,j,i,c,d,j,g,e,f,f,c2
a,h,j,f,b,e,d,d,i,e,f,j,j,g,c,d,b,d,c,g,c1
f,d,j,a,b,i,h,d,c,g,f,f,a,g,d,a,i,f,g,c,c4
c,h,g,f,j,i,g,d,i,a,c,j,d,h,i,g,e,d,c,h,c1
e,h,j,d,h,d,c,g,i,c,j,j,f,c,e,h,i,d,g,c,c1
h,e,j,g,a,d,g,a,h,i,c,j,i,j,f,b,g,e,e,b,c2
g,j,g,h,i,f,b,e,c,f,a,h,a,f,d,d,e,f,i,c,c4
b,g,j,f,g,d,b,a,e,i,c,a,i,i,g,c,j,e,h,c,c2
f,h,b,j,f,d,h,e,h,i,g,d,i,b,b,h,i,e,e,e,c2
g,c,i,b,c,j,f,a,h,a,d,f,b,i,d,f,f,b,f,g,c5
b,f,b,j,c,h,d,b,e,e,e,e,c,f,j,f,b,b,c,a,c3
f,h,i,c,h,i,h,j,i,c,b,j,b,c,b,j,e,d,g,i,c1
c,b,h,g,b,d,b,j,j,i,a,d,i,e,f,a,h,e,i,g,c2
c,b,g,g,i,d,a,c,i,i,b,j,i,a,g,e,i,e,j,d,c2
d,b,e,j,c,b,b,b,e,e,i,e,c,i,b,i,c,a,e,e,c3
i,h,c,c,j,b,j,c,i,b,a,j,a,d,j,j,b,d,a,h,c1
i,h,d,e,g,e,f,b,i,j,e,j,i,g,j,h,g,d,d,a,c1
i,h,a,i,h,c,e,g,g,a,e,f,b,i,d,g,c,h,d,e,c5
d,i,a,j,h,a,i,b,e,e,f,a,c,b,f,c,f,j,a,b,c3
j,h,h,e,h,b,g,e,i,b,f,j,j,b,d,a,b,d,e,h,c1
b,d,b,i,j,d,d,b,a,i,a,h,i,d,i,c,f,e,e,d,c2
j,h,h,f,b,a,g,b,j,a,i,f,b,i,f,c,i,i,g,j,c5
f,g,g,j,d,j,a,b,e,e,e,a,c,d,i,j,d,g,b,j,c3
j,e,a,h,j,a,a,j,c,b,b,e,a,c,d,d,i,a,c,c,c4
i,b,d,e,h,e,a,b,c,d,c,h,a,c,d,b,f,h,d,c,c4
b,f,g,g,f,d,i,e,d,i,i,g,i,e,f,d,b,e,c,d,c2
a,b,e,i,i,d,j,j,g,i,i,j,i,c,f,g,h,e,j,b,c2
e,h,a,j,d,d,c,e,i,d,d,j,j,c,f,b,a,d,c,f,c1
c,a,f,h,j,d,j,f,b,i,a,c,i,a,e,h,e,e,j,d,c2
f,h,e,b,h,f,e,g,i,a,b,j,d,j,f,f,h,d,h,i,c1
g,e,d,c,b,a,g,b,e,e,d,i,c,a,i,i,c,g,j,h,c3
i,e,j,e,a,d,i,g,c,i,h,i,i,j,i,a,a,e,d,a,c2
i,i,j,d,c,e,j,b,j,a,g,f,b,i,h,g,b,f,g,g,c5
h,f,h,f,g,d,a,i,b,i,b,i,i,e,c,i,f,e,f,a,c2
c,j,h,j,f,b,f,f,c,g,c,h,a,a,d,b,g,h,i,c,c4
g,a,e,c,h,d,h,a,b,i,h,b,i,d,d,h,j,e,d,d,c2
g,h,e,d,h,e,c,g,i,e,d,j,j,h,a,g,d,d,b,i,c1
b,a,g,h,f,h,a,d,c,i,b,b,a,a,d,i,c,e,b,c,c4
a,d,a,i,g,g,b,c,e,a,h,f,b,i,g,i,f,i,i,h,c5
h,h,a,e,c,d,h,j,i,b,a,j,e,a,j,f,a,d,i,j,c1
b,a,f,d,b,b,b,f,d,a,g,f,b,i,g,j,a,j,g,e,c5
a,e,i,g,e,g,c,b,e,e,a,c,c,f,g,b,g,b,e,g,c3
f,b,j,c,a,a,f,b,e,e,j,i,c,a,i,b,i,e,e,a,c3
e,f,g,h,h,h,d,j,c,e,a,d,a,i,d,b,e,d,e,c,c4
d,a,i,e,b,h,a,j,i,a,f,f,b,i,b,i,a,g,j,c,c5
e,h,b,g,i,b,i,d,i,f,i,j,c,d,g,d,c,d,e,d,c1
h,f,j,d,c,d,g,h,a,i,g,h,i,j,h,a,i,e,h,d,c2
c,h,c,b,b,c,b,j,d,a,a,f,b,i,h,j,b,e,j,d,c5
g,d,b,a,j,g,j,b,e,e,g,b,c,i,e,f,d,e,a,d,c3
c,h,j,c,g,h,d,b,i,h,f,j,j,c,d,d,e,d,j,g,c1
a,f,d,e,c,d,h,c,b,i,e,e,i,b,h,d,d,e,b,h,c2
g,b,g,a,g,d,a,c,c,j,b,i,a,b,d,d,g,e,b,c,c4
a,h,a,e,h,d,b,d,g,i,a,c,i,a,f,e,a,e,c,e,c2
f,d,a,e,d,a,j,h,c,g,h,d,a,g,d,h,j,d,b,c,c4
e,a,f,b,a,d,i,c,e,i,i,i,i,d,d,d,f,e,h,c,c2
j,h,j,b,b,c,h,a,i,a,i,j,c,c,h,c,i,d,i,h,c1
d,h,a,j,h,d,c,f,i,c,h,j,b,f,d,g,d,d,i,f,c1
b,j,c,e,c,d,h,d,f,a,h,f,b,i,j,g,j,g,b,h,c5
i,h,j,c,g,g,j,j,i,c,f,j,d,c,e,j,c,d,j,j,c1
e,d,e,f,f,g,i,e,g,a,e,f,b,i,j,h,j,b,f,b,c5
g,b,g,c,h,h,c,i,e,a,b,f,b,i,c,b,h,a,d,h,c5
a,j,d,h,f,d,h,g,i,i,i,b,i,a,a,a,b,e,g,a,c2
h,j,f,j,g,e,h,i,a,a,d,f,b,i,g,f,j,i,h,h,c5
j,b,e,b,g,i,i,f,h,a,e,f,b,i,h,i,e,b,g,i,c5
g,f,f,h,e,j,c,j,c,d,f,i,a,g,d,c,d,c,a,c,c4
i,d,h,j,j,g,f,d,c,h,h,a,a,i,d,g,b,c,h,c,c4
a,f,j,e,a,c,b,b,e,e,d,g,c,j,b,d,h,d,c,b,c3
g,b,i,j,h,d,d,b,e,e,i,c,c,b,b,j,c,h,a,j,c3
a,h,i,c,j,h,a,b,i,g,f,j,g,j,f,e,j,d,d,a,c1
a,d,b,a,a,d,c,e,b,i,h,d,i,h,h,g,d,e,g,d,c2
f,e,e,d,i,c,i,b,e,e,e,j,c,g,i,a,c,c,f,j,c3
g,d,d,d,d,e,b,c,c,b,d,c,a,e,d,c,a,a,i,c,c4
c,i,f,f,e,f,c,i,c,b,g,g,a,j,d,c,b,c,h,c,c4
d,h,g,j,c,e,f,b,i,e,g,j,e,i,i,d,f,d,d,e,c1
h,g,g,h,g,d,i,i,d,i,d,a,i,c,f,a,i,e,e,h,c2
h,h,f,j,j,a,c,h,c,i,i,a,a,c,d,g,e,i,g,c,c4
i,h,j,h,c,f,c,e,i,g,a,j,i,g,j,h,e,d,b,h,c1
e,e,a,g,g,d,f,g,c,h,i,i,a,b,d,d,j,b,j,c,c4
i,g,d,d,g,d,d,b,e,e,c,b,c,g,a,a,d,f,g,b,c3
i,i,c,g,j,f,h,g,c,g,c,d,a,a,d,d,i,c,b,c,c4
i,h,f,a,b,b,i,e,i,a,j,j,e,j,j,b,d,d,i,e,c1
b,h,j,i,i,e,d,g,i,e,f,j,d,h,f,a,g,d,i,e,c1
e,i,a,h,j,f,c,j,e,a,f,f,b,i,b,g,e,h,g,h,c5
f,c,h,c,e,i,f,b,e,e,e,h,c,h,e,f,f,g,i,g,c3
h,a,e,j,b,g,d,f,c,g,i,i,a,c,d,f,a,b,i,c,c4
f,f,e,c,b,i,b,e,f,a,c,f,b,i,f,b,f,c,a,a,c5
i,i,i,d,g,d,g,i,f,i,c,i,i,g,d,b,a,e,a,d,c2
e,j,g,b,h,g,e,b,e,e,h,h,c,j,f,g,g,d,c,a,c3
i,a,i,j,c,i,d,f,i,a,d,f,b,i,i,e,g,j,h,j,c5
c,e,j,e,a,f,c,b,c,b,a,d,a,a,d,g,j,c,f,c,c4
d,h,i,c,f,c,i,e,i,g,c,j,h,h,f,f,c,d,g,a,c1
i,b,g,b,j,d,j,c,c,c,f,b,a,i,d,j,f,e,a,c,c4
c,c,g,h,f,h,e,b,e,e,e,j,c,d,g,c,h,j,g,g,c3
g,b,b,g,i,d,b,b,e,e,j,b,c,f,e,d,c,i,c,a,c3
g,i,e,g,e,d,g,j,b,i,b,g,i,b,i,h,e,e,h,h,c2
j,h,h,j,e,j,g,h,i,c,a,j,a,h,f,j,e,d,i,g,c1
e,e,j,g,d,e,h,b,e,e,i,j,c,c,i,d,c,i,b,f,c3
d,d,h,a,c,j,b,b,c,b,i,j,a,g,d,g,g,j,h,c,c4
i,e,c,h,e,d,e,i,e,i,h,i,i,f,j,g,a,e,a,i,c2
e,h,f,c,c,j,d,g,i,e,f,j,j,h,g,c,h,d,f,b,c1
b,i,h,h,e,g,c,b,e,e,g,i,c,h,f,c,i,h,d,e,c3
c,h,e,g,h,d,h,g,h,i,d,f,i,d,b,e,b,e,a,d,c2
d,i,j,j,c,d,c,d,a,i,i,h,i,b,e,h,i,e,h,c,c2
g,c,j,f,b,d,d,c,i,i,b,f,i,h,d,f,i,e,d,j,c2
b,c,i,i,c,f,h,e,g,a,j,f,b,i,e,c,g,a,a,e,c5
d,f,e,g,e,a,j,b,e,e,b,e,c,d,d,c,h,h,c,h,c3
h,b,j,g,c,i,f,c,c,e,g,h,a,e,d,e,e,d,b,c,c4
j,c,d,f,c,d,g,i,g,i,h,e,i,f,d,e,c,e,h,f,c2
j,h,e,a,f,d,b,j,b,i,j,h,i,c,g,e,e,e,b,a,c2
e,h,a,c,a,e,f,g,i,a,g,j,c,d,d,c,d,d,i,c,c1
j,g,c,e,g,f,d,i,c,f,h,h,a,f,d,f,a,f,i,c,c4
g,c,j,a,b,d,e,b,g,i,d,g,i,e,b,h,a,e,d,c,c2
i,d,e,h,a,d,j,a,d,i,e,g,i,f,c,h,h,e,d,b,c2
e,f,e,b,f,a,b,h,c,j,g,i,a,d,d,g,c,f,g,c,c4
g,c,h,d,j,i,f,g,c,d,e,h,a,g,d,d,a,h,h,c,c4
i,j,c,j,g,j,f,a,c,e,g,a,a,h,d,a,b,e,i,c,c4
h,f,e,h,f,i,j,b,e,e,j,e,c,b,f,b,d,b,h,g,c3
d,j,f,h,i,d,e,g,c,i,c,a,i,h,d,a,f,e,f,i,c2
e,j,j,a,h,d,c,e,c,i,h,j,i,c,a,d,c,e,e,d,c2
h,c,i,h,e,a,a,b,e,e,b,f,c,g,b,b,j,f,e,a,c3
b,c,i,c,a,j,f,i,c,e,e,a,a,i,d,b,g,b,h,c,c4
i,i,i,i,a,e,h,b,e,e,g,i,c,a,e,f,d,i,j,e,c3
j,f,a,c,d,i,d,b,c,h,i,d,a,g,d,d,h,j,j,c,c4
g,d,i,g,a,i,a,d,b,a,h,f,b,i,h,c,j,j,g,e,c5
b,h,f,j,i,a,a,d,i,c,d,j,c,f,d,g,c,d,a,c,c1
g,e,h,i,c,e,a,e,c,d,c,a,a,a,d,b,j,d,f,c,c4
a,d,d,c,a,d,d,c,g,i,b,c,i,g,j,i,a,e,g,c,c2
d,f,e,b,a,j,i,f,c,c,c,h,a,c,d,g,c,a,f,c,c4
e,h,a,c,d,c,f,g,i,f,j,j,i,c,i,a,h,d,j,h,c1
d,h,a,g,a,c,f,b,e,e,j,f,c,e,f,g,d,i,d,b,c3
a,d,c,a,h,d,c,i,j,i,b,d,i,h,h,h,j,e,e,e,c2
i,a,f,d,d,i,j,b,e,e,e,j,c,g,g,j,g,a,g,h,c3
a,e,j,d,c,i,h,g,b,a,f,f,b,i,a,e,h,a,f,i,c5
c,h,j,d,b,i,f,c,i,f,c,j,h,g,b,c,d,d,i,h,c1
a,h,a,c,h,g,h,g,i,a,a,j,b,c,b,a,a,d,f,a,c1
b,h,e,b,g,h,a,f,i,g,j,j,g,g,h,c,b,d,d,a,c1
j,d,d,c,h,d,b,f,a,i,h,g,i,g,i,a,g,e,b,i,c2
b,h,f,j,e,j,i,h,i,f,c,j,c,i,d,i,j,d,d,h,c1
i,j,i,e,e,d,c,i,j,i,d,b,i,b,g,f,j,e,a,g,c2
a,j,a,a,j,b,h,e,j,a,d,f,b,i,j,c,b,a,c,c,c5
e,a,d,g,j,d,e,c,c,a,b,h,a,a,d,a,a,e,e,c,c4
f,j,j,d,g,c,d,j,c,e,d,f,a,b,d,f,d,j,g,c,c4
a,d,h,j,e,i,c,b,h,a,f,f,b,i,a,g,j,h,f,i,c5
i,f,a,a,a,h,f,b,e,e,h,e,c,b,c,d,b,c,g,h,c3
g,c,g,h,g,h,a,f,d,a,f,f,b,i,f,a,g,f,h,h,c5
c,e,a,h,d,d,b,i,j,i,a,j,i,i,e,d,j,e,e,f,c2
j,h,d,e,e,g,f,j,i,b,i,j,a,i,b,i,g,d,f,g,c1
f,h,g,g,b,g,d,d,f,a,b,f,b,i,f,f,g,b,h,c,c5
a,a,b,c,a,c,g,d,h,a,i,f,b,i,e,b,a,b,e,a,c5
h,i,g,f,h,e,f,b,e,e,e,f,c,g,d,a,a,g,j,f,c3
e,b,h,h,e,f,f,a,h,a,h,f,b,i,c,d,c,g,b,f,c5
g,h,d,f,e,f,g,e,i,g,g,j,i,c,f,a,i,d,c,a,c1
a,j,d,h,e,e,b,e,h,a,i,f,b,i,f,i,a,a,a,a,c5
a,d,g,f,c,h,a,b,e,e,e,c,c,e,c,e,a,i,e,a,c3
e,e,a,b,g,a,h,b,e,e,f,i,c,c,a,b,c,f,c,i,c3
a,c,a,h,g,f,e,c,c,i,e,h,a,h,d,g,f,h,b,c,c4
e,b,f,a,f,d,b,c,b,i,c,f,i,h,e,h,b,e,e,j,c2
